Date,Open,High,Low,Close,Adj Close,Volume
2009-09-29,98.320000,99.169998,98.150002,98.750000,66.343597,3123200
2009-09-30,98.559998,99.129997,98.360001,98.660004,66.283165,2744800
2009-10-01,98.959999,100.059998,98.800003,99.699997,67.190918,5754400
2009-10-02,100.279999,100.309998,98.879997,99.010002,66.725937,4827700
2009-10-05,99.470001,99.660004,98.769997,99.019997,66.732635,2910100
2009-10-06,98.760002,98.800003,97.980003,98.040001,66.072220,3936200
2009-10-07,98.669998,99.330002,98.599998,99.190002,66.847282,3591000
2009-10-08,99.709999,99.760002,97.680000,98.150002,66.146332,5871600
2009-10-09,97.620003,97.709999,95.500000,95.900002,64.629997,8135900
2009-10-12,96.029999,96.330002,95.599998,96.050003,64.731094,1939700
2009-10-13,96.620003,96.849998,96.260002,96.550003,65.068069,2886500
2009-10-14,95.510002,96.099998,94.900002,95.120003,64.104347,5421000
2009-10-15,94.570000,95.419998,94.370003,94.680000,63.807796,3736900
2009-10-16,95.190002,95.529999,94.730003,95.449997,64.326767,3716800
2009-10-19,95.589996,96.209999,95.379997,96.199997,64.832153,3163800
2009-10-20,97.019997,97.250000,96.540001,96.720001,65.182632,2912400
2009-10-21,96.160004,96.209999,95.510002,96.139999,64.791756,3355200
2009-10-22,95.379997,95.830002,95.330002,95.669998,64.474968,2572200
2009-10-23,94.879997,95.419998,94.870003,94.949997,63.989803,2996200
2009-10-26,94.440002,94.510002,93.550003,93.720001,63.160835,4127400
2009-10-27,93.970001,95.110001,93.919998,95.000000,64.023453,4476300
2009-10-28,95.139999,95.800003,94.959999,95.449997,64.326767,4585400
2009-10-29,94.820000,95.059998,93.949997,94.410004,63.625828,4645300
2009-10-30,95.099998,96.010002,94.870003,95.779999,64.549126,5118000
2009-11-02,95.510002,95.580002,94.800003,95.050003,64.263756,3463800
2009-11-03,95.279999,95.360001,94.000000,94.099998,63.621494,4470700
2009-11-04,93.610001,94.070000,92.800003,93.239998,63.040085,5349500
2009-11-05,92.870003,93.239998,92.800003,93.239998,63.040085,2852000
2009-11-06,93.379997,93.449997,92.459999,93.330002,63.100929,3381100
2009-11-09,93.279999,93.699997,93.129997,93.440002,63.175270,1697800
2009-11-10,94.050003,94.099998,92.910004,93.269997,63.060356,2549900
2009-11-11,93.629997,94.160004,93.480003,93.660004,63.324020,1771100
2009-11-12,93.239998,93.589996,92.449997,93.489998,63.209076,3431300
2009-11-13,93.830002,94.059998,93.449997,93.919998,63.499832,1594200
2009-11-16,94.650002,95.449997,94.519997,95.019997,64.243576,5175700
2009-11-17,94.989998,95.800003,94.809998,95.529999,64.588348,3174400
2009-11-18,95.440002,95.529999,94.739998,94.970001,64.209732,2413600
2009-11-19,95.239998,95.820000,94.910004,95.139999,64.324684,2969800
2009-11-20,95.000000,95.370003,94.589996,95.120003,64.311172,4136300
2009-11-23,94.540001,95.099998,94.339996,95.000000,64.229988,3219300
2009-11-24,95.110001,95.699997,94.989998,95.599998,64.635704,2895200
2009-11-25,95.489998,96.230003,94.970001,96.040001,64.933174,2789300
2009-11-27,96.400002,96.559998,96.089996,96.400002,65.176529,2249100
2009-11-30,96.199997,96.730003,96.000000,96.629997,65.332024,3115800
2009-12-01,95.760002,95.930000,95.190002,95.250000,64.604309,3979100
2009-12-02,95.290001,95.959999,94.989998,95.330002,64.658585,2193900
2009-12-03,94.430000,94.839996,94.239998,94.339996,63.987091,3947300
2009-12-04,93.290001,93.650002,92.910004,93.339996,63.308784,6108100
2009-12-07,93.269997,93.739998,93.089996,93.459999,63.390236,2774200
2009-12-08,94.050003,94.370003,93.370003,93.599998,63.485157,2378600
2009-12-09,93.690002,94.050003,92.680000,93.169998,63.193481,3494300
2009-12-10,92.690002,92.800003,91.949997,92.099998,62.467766,4446300
2009-12-11,91.839996,92.260002,91.309998,92.089996,62.460995,3053400
2009-12-14,92.349998,92.500000,92.050003,92.199997,62.535576,2380400
2009-12-15,91.570000,92.000000,91.489998,91.790001,62.257488,2993900
2009-12-16,91.930000,92.250000,91.360001,91.680000,62.182930,3301600
2009-12-17,92.500000,93.230003,92.190002,93.190002,63.207111,4428900
2009-12-18,93.199997,93.500000,92.650002,92.790001,62.935760,3789500
2009-12-21,92.059998,92.199997,91.139999,91.139999,61.816631,3524000
2009-12-22,90.800003,90.870003,90.419998,90.629997,61.470722,3078800
2009-12-23,90.959999,91.389999,90.500000,90.650002,61.484318,2336000
2009-12-24,90.330002,90.360001,89.669998,89.709999,60.846718,1698900
2009-12-28,89.459999,89.629997,89.300003,89.459999,60.677177,3170900
2009-12-29,89.260002,89.889999,89.199997,89.730003,61.077385,2617000
2009-12-30,89.919998,90.480003,89.860001,90.320000,61.478989,1919100
2009-12-31,89.760002,90.110001,89.050003,89.889999,61.186298,3242400
2010-01-04,89.839996,90.099998,89.580002,89.809998,61.131828,2829100
2010-01-05,90.050003,90.629997,90.000000,90.389999,61.526638,2841600
2010-01-06,90.169998,90.260002,89.120003,89.180000,60.703003,4099600
2010-01-07,89.220001,89.639999,89.120003,89.330002,60.805099,2793200
2010-01-08,89.510002,89.559998,88.760002,89.290001,60.777855,2910700
2010-01-11,88.989998,89.360001,88.769997,88.800003,60.444389,2181300
2010-01-12,90.160004,90.389999,89.839996,90.320000,61.478989,4321200
2010-01-13,89.930000,90.279999,89.220001,89.269997,60.764278,4755000
2010-01-14,89.690002,90.519997,89.540001,90.519997,61.615135,4188800
2010-01-15,91.029999,91.330002,90.980003,91.080002,61.996269,4142800
2010-01-19,90.720001,91.120003,90.419998,90.820000,61.819389,2496000
2010-01-20,91.320000,91.769997,91.269997,91.739998,62.445606,2800500
2010-01-21,91.550003,92.389999,91.459999,92.160004,62.731472,4363100
2010-01-22,92.089996,92.309998,91.769997,92.000000,62.622520,3666900
2010-01-25,91.540001,91.919998,91.489998,91.580002,62.336658,2419500
2010-01-26,92.019997,92.110001,91.309998,91.610001,62.357098,3138100
2010-01-27,91.750000,92.089996,91.370003,91.559998,62.322998,3325700
2010-01-28,91.129997,91.699997,91.059998,91.510002,62.289051,3058200
2010-01-29,91.410004,92.360001,91.250000,92.309998,62.833580,4930600
2010-02-01,91.709999,91.730003,91.050003,91.150002,62.263161,3598500
2010-02-02,91.180000,91.449997,91.040001,91.410004,62.440758,3047500
2010-02-03,90.809998,90.970001,90.269997,90.349998,61.716732,5343700
2010-02-04,90.989998,91.820000,90.900002,91.779999,62.693470,6095000
2010-02-05,91.370003,92.419998,91.209999,91.980003,62.830170,6875800
2010-02-08,91.870003,92.150002,91.650002,92.099998,62.912102,3386000
2010-02-09,91.739998,92.220001,91.139999,91.180000,62.283649,4790000
2010-02-10,91.320000,91.599998,90.199997,90.309998,61.689407,5068000
2010-02-11,90.199997,90.279999,89.379997,89.820000,61.354691,5087500
2010-02-12,90.309998,90.419998,89.949997,90.190002,61.607384,2833800
2010-02-16,89.730003,90.440002,89.730003,90.360001,61.723541,2440900
2010-02-17,89.919998,90.089996,89.080002,89.330002,61.019947,4368200
2010-02-18,89.459999,89.500000,88.510002,88.970001,60.774067,5121800
2010-02-19,89.239998,89.510002,88.900002,89.449997,61.101891,3502500
2010-02-22,89.120003,89.320000,88.919998,89.080002,60.849182,3382600
2010-02-23,89.339996,90.540001,89.300003,90.470001,61.798660,5474500
2010-02-24,90.550003,90.879997,90.180000,90.690002,61.948971,4423200
2010-02-25,91.180000,91.290001,90.900002,91.199997,62.297340,3707700
2010-02-26,91.459999,92.059998,91.410004,91.669998,62.618404,4349100
2010-03-01,91.330002,91.529999,90.959999,91.339996,62.590939,2415200
2010-03-02,90.879997,91.279999,90.699997,91.220001,62.508770,2260600
2010-03-03,91.010002,91.080002,90.699997,90.989998,62.351109,2156100
2010-03-04,90.959999,91.680000,90.830002,91.470001,62.680054,2374700
2010-03-05,90.830002,90.870003,90.120003,90.269997,61.857765,3823200
2010-03-08,89.900002,89.970001,89.699997,89.800003,61.535690,2850400
2010-03-09,89.980003,90.000000,89.400002,89.820000,61.549370,2573700
2010-03-10,89.489998,89.699997,89.190002,89.589996,61.391819,3216200
2010-03-11,89.389999,90.139999,89.370003,89.919998,61.617867,2621000
2010-03-12,89.769997,90.650002,89.730003,90.480003,62.001667,3099100
2010-03-15,90.349998,90.470001,90.050003,90.360001,61.919434,1936800
2010-03-16,90.559998,91.089996,90.540001,91.080002,62.412792,3932600
2010-03-17,91.309998,91.470001,91.070000,91.470001,62.680054,3481200
2010-03-18,91.419998,91.480003,91.010002,91.169998,62.474449,2750300
2010-03-19,91.260002,91.580002,90.870003,91.260002,62.536182,2976300
2010-03-22,91.349998,91.489998,91.220001,91.360001,62.604660,2452300
2010-03-23,91.070000,91.320000,90.910004,90.930000,62.309959,2910000
2010-03-24,89.839996,90.250000,89.059998,89.269997,61.172520,8049300
2010-03-25,89.129997,89.239998,88.370003,88.699997,60.781879,8268400
2010-03-26,88.540001,89.120003,88.489998,88.949997,60.953201,4110700
2010-03-29,88.779999,88.849998,88.309998,88.610001,60.720203,3245100
2010-03-30,88.519997,88.949997,88.269997,88.889999,60.912121,3254600
2010-03-31,89.220001,89.519997,88.949997,89.500000,61.330090,4263900
2010-04-01,88.769997,89.029999,88.430000,88.949997,61.180164,2912400
2010-04-05,87.980003,88.139999,87.410004,87.470001,60.162231,5652000
2010-04-06,87.800003,87.849998,87.349998,87.610001,60.258541,3584600
2010-04-07,87.449997,88.919998,87.300003,88.730003,61.028839,6389900
2010-04-08,88.889999,89.129997,88.480003,88.769997,61.056332,3797600
2010-04-09,88.610001,89.059998,88.410004,88.980003,61.200787,2311300
2010-04-12,89.169998,89.559998,89.089996,89.449997,61.524055,2939600
2010-04-13,89.889999,89.949997,89.519997,89.739998,61.723518,3090900
2010-04-14,89.760002,89.870003,89.110001,89.110001,61.290195,3570100
2010-04-15,88.849998,89.500000,88.680000,89.209999,61.359016,3698000
2010-04-16,89.400002,89.989998,89.239998,89.860001,61.806061,8303900
2010-04-19,89.870003,90.029999,89.519997,89.639999,61.654804,3211500
2010-04-20,89.849998,89.989998,89.639999,89.959999,61.874798,2285000
2010-04-21,90.269997,90.830002,90.260002,90.699997,62.383804,4162200
2010-04-22,90.900002,91.089996,90.330002,90.430000,62.198097,2841400
2010-04-23,90.209999,90.360001,89.870003,90.110001,61.977974,4776000
2010-04-26,90.510002,90.650002,89.940002,90.209999,62.046741,4753900
2010-04-27,90.849998,91.919998,90.699997,91.480003,62.920261,13199200
2010-04-28,91.129997,91.349998,90.480003,90.699997,62.383804,8379500
2010-04-29,90.860001,91.220001,90.519997,91.080002,62.645161,4067200
2010-04-30,91.279999,92.169998,91.110001,92.129997,63.367359,6924800
2010-05-03,91.419998,92.019997,91.279999,91.690002,63.284542,4211800
2010-05-04,92.809998,93.470001,92.559998,93.339996,64.423340,11054800
2010-05-05,94.059998,94.849998,93.349998,93.889999,64.802986,12219100
2010-05-06,94.160004,100.000000,93.779999,96.790001,66.804588,19578200
2010-05-07,95.879997,98.089996,95.269997,95.580002,65.969429,18740600
2010-05-10,93.160004,93.940002,93.089996,93.599998,64.602821,10240100
2010-05-11,93.980003,94.019997,92.989998,93.360001,64.437180,7729100
2010-05-12,93.139999,93.260002,92.610001,92.650002,63.947124,5530800
2010-05-13,93.260002,93.550003,92.199997,93.260002,64.368156,6849700
2010-05-14,94.120003,95.500000,94.089996,94.879997,65.486298,9796500
2010-05-17,94.720001,95.709999,94.470001,94.529999,65.244736,6302200
2010-05-18,94.900002,96.169998,94.769997,95.980003,66.245529,9904100
2010-05-19,95.940002,96.949997,95.930000,96.300003,66.466393,14121200
2010-05-20,97.910004,98.570000,97.529999,98.330002,67.867462,17666900
2010-05-21,99.610001,99.750000,97.860001,98.430000,67.936546,18670600
2010-05-24,98.739998,98.870003,97.900002,98.089996,67.701874,7721100
2010-05-25,99.650002,99.889999,98.400002,98.570000,68.033150,12952700
2010-05-26,98.220001,98.400002,97.400002,98.290001,67.839882,12644800
2010-05-27,96.830002,96.989998,95.879997,96.059998,66.300751,7653200
2010-05-28,96.489998,96.779999,96.019997,96.500000,66.604416,5805500
2010-06-01,97.230003,97.290001,96.250000,96.849998,67.072533,5536200
2010-06-02,96.989998,97.190002,95.820000,95.930000,66.435478,5656400
2010-06-03,95.209999,95.910004,95.099998,95.230003,65.950600,8499500
2010-06-04,96.940002,97.949997,96.699997,97.790001,67.723557,7479600
2010-06-07,97.519997,98.589996,97.330002,98.540001,68.242989,5288200
2010-06-08,97.930000,98.510002,97.760002,98.050003,67.903633,5510800
2010-06-09,97.599998,98.120003,97.209999,97.940002,67.827423,5598000
2010-06-10,97.199997,97.290001,96.089996,96.190002,66.615448,6075100
2010-06-11,97.089996,97.809998,96.610001,97.410004,67.460388,6266700
2010-06-14,96.320000,97.040001,96.220001,96.910004,67.114159,5310400
2010-06-15,97.110001,97.250000,96.050003,96.510002,66.837112,4920100
2010-06-16,97.190002,97.220001,96.389999,97.059998,67.217987,4011100
2010-06-17,97.150002,98.230003,97.070000,97.849998,67.765121,5650900
2010-06-18,97.889999,98.110001,97.570000,97.690002,67.654320,4171700
2010-06-21,96.459999,97.550003,96.410004,97.410004,67.460388,5740900
2010-06-22,97.680000,98.599998,97.419998,98.570000,68.263756,5658900
2010-06-23,98.610001,99.570000,98.570000,99.239998,68.727768,9137800
2010-06-24,99.349998,99.589996,98.349998,98.650002,68.319122,6184600
2010-06-25,98.320000,99.330002,98.160004,99.050003,68.596176,5148300
2010-06-28,99.599998,100.000000,99.419998,99.980003,69.240211,5436000
2010-06-29,100.320000,101.129997,100.160004,101.070000,69.995094,7334200
2010-06-30,101.410004,101.790001,100.800003,101.750000,70.466026,7205700
2010-07-01,101.570000,102.660004,101.379997,101.599998,70.577133,12893400
2010-07-02,101.110001,101.440002,100.160004,100.790001,70.014481,6297600
2010-07-06,100.830002,101.750000,100.739998,101.620003,70.591049,6620400
2010-07-07,101.459999,101.510002,100.339996,100.430000,69.764389,5727800
2010-07-08,99.820000,100.160004,99.550003,99.790001,69.319847,6260600
2010-07-09,99.400002,99.639999,99.180000,99.220001,68.923889,4286000
2010-07-12,99.330002,99.839996,99.040001,99.180000,68.896118,4062100
2010-07-13,98.849998,98.889999,98.180000,98.330002,68.305618,5842500
2010-07-14,98.720001,99.489998,98.389999,99.320000,68.993347,5417300
2010-07-15,99.739998,100.589996,99.699997,100.309998,69.681061,6996100
2010-07-16,100.309998,101.129997,100.269997,100.800003,70.021446,7512400
2010-07-19,100.559998,100.750000,99.980003,100.180000,69.590744,4305800
2010-07-20,100.669998,100.900002,100.180000,100.330002,69.694977,5076600
2010-07-21,100.449997,102.279999,100.410004,102.029999,70.875847,7894200
2010-07-22,101.510002,101.519997,100.820000,100.849998,70.056160,5759700
2010-07-23,100.800003,100.970001,99.690002,99.779999,69.312950,6259100
2010-07-26,99.629997,99.809998,99.000000,99.610001,69.194824,4856400
2010-07-27,98.779999,99.180000,98.570000,98.650002,68.527893,5328000
2010-07-28,98.489998,99.190002,98.269997,98.970001,68.750237,5507200
2010-07-29,98.099998,99.019997,97.919998,98.940002,68.729370,6305500
2010-07-30,100.199997,100.610001,99.849998,100.480003,69.799133,7683200
2010-08-02,99.239998,99.330002,98.750000,98.750000,68.819290,5769200
2010-08-03,99.199997,99.660004,98.930000,99.320000,69.216553,4363500
2010-08-04,99.500000,99.510002,98.559998,98.559998,68.686928,3820400
2010-08-05,99.339996,99.489998,98.839996,99.019997,69.007454,3704200
2010-08-06,99.790001,100.209999,99.489998,100.099998,69.760109,6042400
2010-08-09,99.739998,99.980003,99.610001,99.730003,69.502304,2578500
2010-08-10,100.059998,101.010002,99.470001,99.940002,69.648643,11251000
2010-08-11,100.309998,101.389999,100.309998,101.279999,70.582497,6778300
2010-08-12,101.580002,101.940002,100.870003,101.029999,70.408234,7590100
2010-08-13,101.620003,102.449997,101.480003,102.290001,71.286385,7843600
2010-08-16,104.209999,104.889999,104.070000,104.849998,73.070435,7976200
2010-08-17,104.849998,104.860001,104.000000,104.250000,72.652283,6756800
2010-08-18,105.000000,105.650002,104.489998,104.529999,72.847450,7721600
2010-08-19,104.790001,106.610001,104.639999,106.160004,73.983376,13128500
2010-08-20,106.410004,106.830002,105.839996,106.040001,73.899788,7040300
2010-08-23,105.650002,106.190002,105.250000,106.059998,73.913681,6360100
2010-08-24,107.040001,108.129997,106.669998,107.760002,75.098442,9812100
2010-08-25,108.800003,109.339996,107.070000,107.410004,74.854523,13299800
2010-08-26,107.559998,108.489998,107.290001,108.419998,75.558388,7039900
2010-08-27,107.769997,108.330002,105.199997,105.349998,73.418846,13514000
2010-08-30,106.209999,107.400002,105.820000,107.370003,74.826630,5535300
2010-08-31,108.220001,108.650002,107.620003,108.559998,75.655945,8397000
2010-09-01,107.019997,107.050003,105.089996,106.000000,74.091637,12480700
2010-09-02,105.199997,105.300003,104.400002,104.879997,73.308807,8167600
2010-09-03,102.720001,103.940002,102.699997,103.580002,72.400146,9210700
2010-09-07,105.089996,105.779999,104.809998,105.699997,73.881958,6018400
2010-09-08,105.089996,105.209999,104.360001,104.860001,73.294846,6698400
2010-09-09,103.699997,103.839996,102.639999,102.790001,71.847885,8588900
2010-09-10,102.250000,102.699997,101.849998,102.320000,71.519379,6910300
2010-09-13,101.800003,103.050003,101.769997,102.820000,71.868889,7054800
2010-09-14,103.029999,103.820000,102.970001,103.809998,72.560883,5978100
2010-09-15,102.750000,103.260002,102.139999,102.269997,71.484467,7919100
2010-09-16,101.529999,101.820000,100.849998,101.260002,70.778481,17116200
2010-09-17,101.830002,102.160004,101.320000,101.669998,71.065010,9203600
2010-09-20,102.150002,102.449997,101.690002,102.260002,71.477425,5277800
2010-09-21,102.669998,104.019997,102.260002,103.680000,72.470009,12664000
2010-09-22,104.550003,105.070000,103.849998,104.610001,73.120064,8229400
2010-09-23,105.410004,105.459999,104.239998,104.910004,73.329750,7412200
2010-09-24,103.959999,104.110001,103.500000,103.500000,72.344154,8942500
2010-09-27,104.529999,105.449997,104.480003,105.300003,73.602341,7061600
2010-09-28,105.379997,106.320000,105.339996,106.019997,74.105598,8262900
2010-09-29,106.169998,106.269997,105.349998,105.580002,73.798080,5507100
2010-09-30,105.400002,105.589996,104.029999,105.510002,73.749146,10618400
2010-10-01,104.230003,105.139999,103.980003,104.610001,73.392738,9368400
2010-10-04,104.620003,104.930000,104.410004,104.879997,73.582191,4422700
2010-10-05,104.730003,104.809998,103.930000,104.250000,73.140175,8491800
2010-10-06,104.900002,106.099998,104.860001,105.559998,74.059250,6476100
2010-10-07,105.169998,105.379997,104.669998,104.680000,73.441841,5780700
2010-10-08,104.870003,105.459999,104.220001,104.220001,73.119125,6128700
2010-10-11,104.110001,104.430000,103.940002,104.239998,73.133148,1474200
2010-10-12,104.410004,104.760002,103.180000,103.209999,72.410522,6122400
2010-10-13,102.349998,103.120003,102.040001,103.050003,72.298264,8168400
2010-10-14,103.290001,103.650002,101.470001,101.510002,71.217781,10945000
2010-10-15,100.599998,101.050003,99.889999,100.269997,70.347832,12694700
2010-10-18,101.199997,101.449997,100.779999,101.080002,70.916161,5592200
2010-10-19,100.580002,102.089996,100.550003,101.690002,71.344101,8017500
2010-10-20,101.370003,102.279999,101.209999,101.910004,71.498482,5515800
2010-10-21,101.690002,101.910004,100.690002,100.699997,70.649536,6836100
2010-10-22,100.440002,101.470001,100.410004,101.379997,71.126625,4770700
2010-10-25,102.120003,102.290001,101.550003,101.669998,71.330025,5632300
2010-10-26,100.860001,101.059998,100.050003,100.099998,70.228531,8432000
2010-10-27,99.680000,100.169998,99.220001,99.220001,69.611168,9245200
2010-10-28,99.580002,99.830002,99.160004,99.489998,69.800613,8052600
2010-10-29,99.820000,100.459999,99.620003,100.419998,70.453102,6753800
2010-11-01,100.800003,100.809998,99.489998,99.669998,70.149757,5921000
2010-11-02,100.459999,101.089996,100.419998,100.980003,71.071724,6537400
2010-11-03,101.730003,102.269997,98.430000,98.919998,69.621864,25541800
2010-11-04,99.169998,99.870003,99.080002,99.690002,70.163834,13246500
2010-11-05,98.349998,98.800003,97.980003,97.980003,68.960304,12435000
2010-11-08,98.589996,98.919998,97.820000,98.419998,69.270004,6795200
2010-11-09,98.489998,98.519997,96.190002,96.250000,67.742714,15061700
2010-11-10,96.349998,96.739998,95.000000,96.379997,67.834145,18540400
2010-11-11,96.449997,96.629997,96.139999,96.330002,67.798981,3368100
2010-11-12,96.209999,96.739998,95.809998,95.809998,67.432968,11739500
2010-11-15,95.330002,95.720001,93.809998,93.809998,66.025337,14978700
2010-11-16,94.910004,96.250000,93.989998,96.139999,67.665245,19901300
2010-11-17,95.800003,96.760002,95.339996,95.610001,67.292221,9915600
2010-11-18,95.680000,96.000000,94.800003,96.000000,67.566734,12424800
2010-11-19,96.089996,96.589996,95.790001,96.589996,67.981979,8359500
2010-11-22,97.370003,97.620003,96.239998,97.000000,68.270508,10413500
2010-11-23,97.669998,97.949997,97.239998,97.480003,68.608345,9566900
2010-11-24,96.809998,96.989998,95.580002,95.739998,67.383667,11467600
2010-11-26,96.720001,97.120003,96.550003,97.070000,68.319786,4848900
2010-11-29,97.559998,97.949997,97.089996,97.900002,68.903984,8950000
2010-11-30,99.209999,99.269997,98.110001,98.410004,69.262932,11947600
2010-12-01,96.650002,97.110001,95.889999,95.889999,67.723259,15441200
2010-12-02,95.959999,96.540001,95.529999,95.639999,67.546684,9318700
2010-12-03,96.279999,96.330002,94.849998,94.889999,67.017014,10194800
2010-12-06,95.519997,96.250000,95.309998,96.230003,67.963341,7001800
2010-12-07,94.720001,94.919998,93.160004,94.169998,66.508545,18533100
2010-12-08,93.720001,93.800003,92.110001,93.260002,65.865807,19275900
2010-12-09,93.599998,94.269997,92.730003,93.720001,66.190681,17477100
2010-12-10,93.290001,93.860001,93.139999,93.150002,65.788162,7078500
2010-12-13,93.050003,94.029999,92.559998,93.500000,66.035339,12399900
2010-12-14,92.400002,93.019997,91.440002,92.139999,65.074844,23516400
2010-12-15,92.080002,92.239998,90.470001,90.940002,64.227318,26084000
2010-12-16,91.029999,91.580002,90.570000,91.570000,64.672256,17939000
2010-12-17,91.879997,93.769997,91.860001,93.239998,65.851707,16849700
2010-12-20,93.750000,94.230003,92.639999,93.139999,65.781075,13703500
2010-12-21,93.129997,93.790001,92.489998,93.790001,66.240112,8985100
2010-12-22,93.470001,93.550003,92.930000,93.120003,65.766891,6440900
2010-12-23,93.180000,93.230003,92.529999,92.930000,65.632774,7091800
2010-12-27,92.760002,93.879997,92.300003,93.760002,66.218956,5285900
2010-12-28,92.930000,93.070000,91.309998,91.610001,64.922112,13972100
2010-12-29,91.760002,93.519997,91.470001,93.160004,66.020508,13115400
2010-12-30,92.879997,93.279999,92.410004,93.089996,65.970932,7029900
2010-12-31,93.510002,94.699997,93.440002,94.120003,66.700859,8516000
2011-01-03,93.199997,94.309998,92.949997,93.410004,66.197693,13799400
2011-01-04,93.410004,93.769997,92.910004,93.519997,66.275688,10466900
2011-01-05,92.489998,92.690002,91.190002,91.459999,64.815735,17568000
2011-01-06,91.540001,92.120003,91.160004,91.860001,65.099213,9317500
2011-01-07,91.510002,92.629997,91.029999,92.349998,65.446533,12694600
2011-01-10,92.580002,92.989998,92.180000,92.849998,65.800827,8295200
2011-01-11,92.489998,92.599998,91.690002,92.330002,65.432320,9495400
2011-01-12,91.739998,92.169998,91.449997,91.610001,64.922112,9522900
2011-01-13,91.620003,92.769997,91.449997,92.430000,65.503189,14502400
2011-01-14,92.779999,92.900002,91.760002,91.839996,65.085075,8960700
2011-01-18,91.290001,91.709999,90.730003,91.410004,64.780357,10663600
2011-01-19,91.410004,92.070000,91.360001,92.070000,65.248085,8886900
2011-01-20,91.500000,91.610001,90.389999,90.800003,64.348022,14203400
2011-01-21,90.690002,91.519997,90.510002,91.519997,64.858292,9085600
2011-01-24,91.870003,91.900002,91.379997,91.559998,64.886620,7700200
2011-01-25,91.940002,92.900002,91.320000,92.430000,65.503189,13438100
2011-01-26,92.220001,92.260002,90.889999,91.029999,64.511024,13322900
2011-01-27,91.070000,91.650002,90.669998,91.440002,64.801590,10868700
2011-01-28,90.809998,92.279999,90.769997,91.919998,65.141754,11993200
2011-01-31,91.660004,91.980003,91.050003,91.220001,64.645699,8647600
2011-02-01,90.550003,90.839996,90.139999,90.449997,64.325691,11508400
2011-02-02,90.900002,91.000000,89.900002,90.470001,64.339905,13624600
2011-02-03,89.959999,90.570000,89.709999,89.720001,63.806499,12785800
2011-02-04,89.500000,89.650002,88.769997,88.809998,63.159348,17172200
2011-02-07,88.699997,89.300003,88.570000,89.269997,63.486492,8554800
2011-02-08,89.309998,89.540001,88.360001,88.449997,62.903347,10454200
2011-02-09,88.690002,89.660004,88.139999,89.220001,63.450909,13078600
2011-02-10,88.900002,89.139999,88.180000,88.190002,62.718361,10486800
2011-02-11,89.029999,89.529999,88.739998,89.459999,63.621548,11333400
